"id","image_url","x","y","is_hand","is_note","word"
667,"Master_00667.jpg",305,235,1,0,""
668,"Master_00668.jpg",281,274,1,0,""
669,"Master_00669.jpg",289,290,1,0,""
670,"Master_00670.jpg",287,298,1,1,"i"
671,"Master_00671.jpg",285,306,1,0,""
672,"Master_00672.jpg",284,307,1,0,""
673,"Master_00673.jpg",289,316,1,0,""
674,"Master_00674.jpg",293,321,1,0,""
675,"Master_00675.jpg",298,318,1,0,""
676,"Master_00676.jpg",304,319,1,0,""
677,"Master_00677.jpg",305,321,1,1,"i"
678,"Master_00678.jpg",312,319,1,0,""
679,"Master_00679.jpg",323,309,1,0,""
680,"Master_00680.jpg",325,296,1,0,""
681,"Master_00681.jpg",338,281,1,0,""
682,"Master_00682.jpg",339,267,1,0,""
683,"Master_00683.jpg",-1,-1,0,0,""
684,"Master_00684.jpg",344,260,1,1,"i"
685,"Master_00685.jpg",357,240,1,0,""
686,"Master_00686.jpg",350,178,1,0,""
687,"Master_00687.jpg",349,155,1,0,""
688,"Master_00688.jpg",347,133,1,0,""
689,"Master_00689.jpg",335,121,1,0,""
690,"Master_00690.jpg",320,103,1,1,"i"
691,"Master_00691.jpg",317,92,1,1,"i"
692,"Master_00692.jpg",311,96,1,1,"i"
693,"Master_00693.jpg",318,95,1,1,"i"
694,"Master_00694.jpg",327,98,1,1,"i"
695,"Master_00695.jpg",345,92,1,1,"i"
696,"Master_00696.jpg",344,92,1,1,"i"
697,"Master_00697.jpg",331,96,1,1,"i"
698,"Master_00698.jpg",314,94,1,1,"i"
699,"Master_00699.jpg",309,100,1,1,"i"
700,"Master_00700.jpg",309,100,1,0,""
701,"Master_00701.jpg",313,106,1,1,"give"
702,"Master_00702.jpg",324,112,1,0,""
703,"Master_00703.jpg",320,115,1,0,""
704,"Master_00704.jpg",311,127,1,0,""
705,"Master_00705.jpg",305,132,1,0,""
706,"Master_00706.jpg",307,155,1,0,""
707,"Master_00707.jpg",309,150,1,0,""
708,"Master_00708.jpg",308,150,1,1,"my"
709,"Master_00709.jpg",305,155,1,0,""
710,"Master_00710.jpg",297,159,1,0,""
711,"Master_00711.jpg",286,174,1,0,""
712,"Master_00712.jpg",287,183,1,0,""
713,"Master_00713.jpg",284,187,1,0,""
714,"Master_00714.jpg",283,199,1,0,""
715,"Master_00715.jpg",282,210,1,0,""
716,"Master_00716.jpg",280,210,1,0,""
717,"Master_00717.jpg",280,219,1,0,""
718,"Master_00718.jpg",278,231,1,1,"all"
719,"Master_00719.jpg",279,253,1,1,"all"
720,"Master_00720.jpg",270,256,1,1,"all"
721,"Master_00721.jpg",267,280,1,1,"all"
722,"Master_00722.jpg",264,292,1,1,"all"
723,"Master_00723.jpg",258,302,1,1,"all"
724,"Master_00724.jpg",253,310,1,1,"all"
725,"Master_00725.jpg",-1,-1,0,1,"all"
726,"Master_00726.jpg",-1,-1,0,1,"all"
727,"Master_00727.jpg",-1,-1,0,1,"all"
728,"Master_00728.jpg",-1,-1,0,1,"all"
729,"Master_00729.jpg",-1,-1,0,1,"all"
730,"Master_00730.jpg",-1,-1,0,1,"all"
731,"Master_00731.jpg",-1,-1,0,1,"all"
732,"Master_00732.jpg",-1,-1,0,1,"all"
733,"Master_00733.jpg",-1,-1,0,1,"all"
734,"Master_00734.jpg",-1,-1,0,1,"all"
735,"Master_00735.jpg",-1,-1,0,1,"all"
736,"Master_00736.jpg",-1,-1,0,1,"all"
737,"Master_00737.jpg",-1,-1,0,1,"all"
738,"Master_00738.jpg",-1,-1,0,1,"all"
739,"Master_00739.jpg",-1,-1,0,1,"all"
740,"Master_00740.jpg",-1,-1,0,1,"all"
741,"Master_00741.jpg",-1,-1,0,1,"all"
742,"Master_00742.jpg",-1,-1,0,1,"all"
743,"Master_00743.jpg",-1,-1,0,0,""
744,"Master_00744.jpg",-1,-1,0,0,""
